profile_id,profile_picture,friend_count,post_count,account_age_days,likes_per_post,comments_per_post,shared_links,about_section,suspicious_activity
P01840,0,1841,154,1040,19.04,18.14,8,0,0
P01841,0,4800,580,1712,20.04,4.27,23,0,0
P01842,1,721,107,3330,25.09,5.67,19,0,0
P01843,1,1401,422,122,11.69,1.1,89,1,0
P01844,1,445,34,2002,23.06,5.51,68,0,0
P01845,1,2791,870,3382,34.34,18.46,26,1,0
P01846,0,4522,43,2158,22.86,3.75,91,1,0
P01847,0,3767,654,3327,2.13,4.08,39,0,0
P01848,0,2551,722,2281,12.89,12.0,70,0,0
P01849,1,1967,989,3015,17.57,11.34,82,0,0
P01850,1,3888,997,496,17.74,3.52,53,0,0
P01851,0,4816,415,3111,4.05,3.09,85,1,0
P01852,1,2731,999,1145,22.48,2.34,81,1,0
P01853,1,2629,284,1473,34.6,17.22,14,0,0
P01854,1,1964,446,726,2.43,13.09,96,0,0
P01855,1,1057,517,1831,37.55,19.07,50,1,0
P01856,0,4831,729,1821,47.76,3.32,68,1,0
P01857,1,757,26,1816,0.47,9.21,39,1,0
P01858,1,1795,226,3590,9.68,14.86,68,0,0
P01859,1,1643,795,91,27.17,4.27,42,1,0
P01860,1,4849,900,3432,10.9,13.69,63,1,0
P01861,1,23,424,1969,38.23,9.48,6,0,0
P01862,1,1239,567,3194,15.61,8.62,1,0,0
P01863,0,4150,367,2384,14.68,12.9,29,0,0
P01864,1,3097,309,512,0.05,9.35,74,1,0
P01865,1,1304,847,602,13.51,16.4,51,0,0
P01866,1,2542,104,427,10.88,18.61,32,0,0
P01867,0,3712,17,2019,17.16,11.78,8,0,0
P01868,0,3955,204,1456,7.38,6.01,10,0,0
P01869,0,4529,42,6,29.73,15.54,75,0,0
P01870,1,4303,88,2167,11.94,3.41,9,0,0
P01871,1,4228,585,2434,41.59,1.9,53,1,0
P01872,0,1305,156,1373,14.23,10.37,74,1,0
P01873,1,4464,265,640,10.54,12.93,96,0,0
P01874,1,3174,133,1121,2.84,16.7,19,0,0
P01875,1,3628,463,1066,37.0,19.1,4,1,0
P01876,1,781,600,2230,25.41,17.47,23,0,0
P01877,1,566,747,2744,5.69,19.77,31,0,0
P01878,1,4622,131,564,11.07,9.51,30,0,0
P01879,0,4132,740,1696,49.94,6.33,43,1,0
P01880,1,4273,33,3306,40.3,9.19,77,1,0
P01881,1,638,82,445,17.49,12.88,18,0,0
P01882,1,3700,928,1930,27.13,10.15,23,0,0
P01883,1,4167,131,199,20.8,12.68,95,1,0
P01884,1,2399,427,2995,1.82,17.73,11,0,0
P01885,0,2670,865,512,38.93,3.32,49,0,0
P01886,1,1172,203,3597,35.85,2.41,84,0,0
P01887,0,1720,798,989,20.44,9.97,99,0,0
P01888,0,104,335,2260,42.29,19.64,24,0,0
P01889,1,1682,961,1401,26.74,1.18,50,1,0
P01890,1,4316,496,1812,3.26,19.73,13,1,0
P01891,0,1849,441,545,12.97,19.35,71,0,0
P01892,1,862,827,2533,23.09,5.85,28,1,0
P01893,1,3445,257,2009,5.17,17.82,24,1,0
P01894,0,2565,291,3432,28.55,0.16,86,0,0
P01895,1,298,965,1805,6.03,9.08,58,0,0
P01896,1,2908,124,2215,10.03,8.04,99,0,0
P01897,1,4137,955,889,44.7,18.05,56,0,0
P01898,0,770,662,930,49.99,9.45,11,0,0
P01899,0,2539,870,3475,27.51,8.36,49,0,0
P01900,1,1462,758,827,30.98,12.79,11,0,0
P01901,1,3854,174,2184,39.87,7.52,81,0,0
P01902,0,3118,883,3304,34.81,10.73,99,0,0
P01903,1,2132,491,2162,9.12,19.11,47,0,0
P01904,0,1709,868,1275,20.58,4.05,49,1,0
P01905,1,990,813,1516,26.76,9.18,18,1,0
P01906,0,710,79,1312,17.99,0.31,52,0,0
P01907,1,4304,618,1072,8.81,16.84,34,0,0
P01908,0,38,811,3523,36.81,1.84,26,0,1
P01909,0,1275,914,515,9.94,1.9,66,1,0
P01910,0,4857,304,1914,13.02,17.66,76,1,0
P01911,0,1436,509,687,14.33,8.19,50,0,0
P01912,1,2993,343,1019,8.09,13.75,18,0,0
P01913,1,1469,569,1295,42.48,17.16,42,1,0
P01914,0,2099,90,3502,30.53,7.49,34,1,0
P01915,1,373,646,1049,41.74,5.23,14,1,0
P01916,1,4251,861,1093,24.69,3.39,15,0,0
P01917,1,4025,168,2340,25.98,12.14,98,0,0
P01918,1,1113,333,3477,30.81,5.05,68,0,0
P01919,0,2726,633,1257,18.55,12.69,70,0,0
P01920,1,2398,235,2278,24.83,6.34,84,0,0
P01921,1,3234,398,3334,27.35,6.96,40,1,0
P01922,0,1265,587,2985,47.68,4.98,53,0,0
P01923,1,3123,820,1609,44.15,8.37,64,0,0
P01924,0,653,476,1144,6.46,3.24,88,1,0
P01925,1,4158,534,3534,2.06,6.39,29,0,0
P01926,0,508,844,517,34.02,15.56,18,1,0
P01927,1,2339,584,3095,2.46,4.31,87,0,0
P01928,1,3162,87,705,3.02,18.94,45,0,0
P01929,1,1687,614,2424,7.96,9.86,59,0,0
P01930,0,1388,605,3571,17.59,2.14,78,0,0
P01931,1,2197,960,1934,21.75,18.86,98,0,0
P01932,1,3911,827,2484,25.97,9.13,23,0,0
P01933,1,2928,777,2900,49.61,11.14,35,1,0
P01934,1,4799,252,1745,19.26,3.7,48,0,0
P01935,1,515,357,1668,12.14,6.67,58,0,0
P01936,1,3658,57,969,28.76,14.07,13,1,0
P01937,0,1833,942,2546,10.76,2.48,85,0,0
P01938,1,29,398,1197,47.03,11.41,38,0,0
P01939,1,3214,520,1686,12.96,13.87,7,0,0
P01940,0,325,524,2647,49.5,0.04,47,1,0
P01941,0,3766,918,1532,20.93,16.75,79,0,0
P01942,0,4111,416,777,40.63,1.13,80,0,0
P01943,1,110,392,1333,32.41,4.94,68,1,0
P01944,1,106,642,2117,46.67,19.27,40,0,0
P01945,1,2426,221,2252,31.27,1.62,34,0,0
P01946,1,4378,328,2388,29.06,16.52,63,0,0
P01947,1,4364,371,3103,32.64,13.04,52,0,0
P01948,0,2531,510,3114,39.32,11.97,53,0,0
P01949,0,3144,152,117,44.94,11.63,36,1,0
P01950,1,4693,892,2936,13.34,3.33,51,0,0
P01951,0,798,878,14,10.04,13.38,17,0,0
P01952,0,2437,983,1345,1.72,19.03,20,0,0
P01953,1,2011,479,2041,18.5,1.54,41,0,0
P01954,1,425,582,2042,42.31,6.65,64,0,0
P01955,1,3044,931,910,3.49,9.45,80,0,0
P01956,1,3288,856,2674,26.93,4.65,7,0,0
P01957,1,2914,19,3408,34.74,14.82,92,1,0
P01958,1,1239,592,1555,41.84,13.77,83,1,0
P01959,1,3391,949,689,29.17,2.36,38,0,0
P01960,1,4213,227,773,9.32,11.39,60,1,0
P01961,0,3997,345,1614,48.23,7.38,59,1,0
P01962,1,3006,18,3452,4.73,4.57,68,0,0
P01963,1,3039,443,1534,38.45,16.97,58,1,0
P01964,0,598,676,2960,4.33,1.09,9,0,0
P01965,1,2087,367,119,7.17,9.35,62,1,0
P01966,1,1184,898,2073,44.91,9.51,69,1,0
P01967,0,2750,618,3605,37.65,11.4,6,0,0
P01968,0,2584,888,1736,18.28,3.95,34,0,0
P01969,0,4759,859,63,31.94,17.42,90,1,0
P01970,0,3513,725,459,22.86,19.31,41,0,0
P01971,0,4745,750,1749,3.33,10.98,84,0,0
P01972,1,4054,146,2361,36.06,5.12,87,0,0
P01973,0,4383,692,2852,38.16,17.54,28,0,0
P01974,1,3936,503,1613,44.12,19.76,26,0,0
P01975,0,1699,429,3287,27.03,14.84,37,0,0
P01976,1,4507,847,3527,33.66,6.67,1,0,0
P01977,0,2575,439,3033,21.9,4.72,24,0,0
P01978,1,135,197,2783,15.95,3.13,65,1,0
P01979,1,2025,996,2936,20.58,4.7,37,0,0
P01980,1,3535,286,1563,45.59,4.55,58,0,0
P01981,0,4854,564,981,8.21,19.35,81,0,0
P01982,1,2890,368,2626,12.42,12.86,6,0,0
P01983,1,2757,239,3544,30.31,3.34,48,0,0
P01984,1,3773,801,3430,5.81,9.76,67,0,0
P01985,0,380,286,1149,44.59,3.69,40,0,0
P01986,0,1528,699,971,2.36,12.12,73,1,0
P01987,1,4901,394,2908,37.77,6.83,50,1,0
P01988,1,4571,995,706,18.69,3.91,91,0,0
P01989,1,3628,517,1709,2.56,4.86,93,0,0
P01990,1,848,794,3158,42.15,13.5,23,0,0
P01991,1,4992,774,1366,32.02,8.16,35,0,0
P01992,0,4127,560,1846,0.44,10.26,79,1,0
P01993,1,1927,863,394,13.38,16.43,96,1,0
P01994,0,2165,711,483,17.6,13.11,9,0,0
P01995,1,4286,59,665,16.13,9.25,20,1,0
P01996,1,2121,544,455,24.92,19.08,26,1,0
P01997,1,4718,302,3547,26.34,4.29,54,1,0
P01998,0,2918,243,209,19.84,5.78,84,1,0
P01999,0,4681,683,524,16.59,18.23,90,1,0
P02000,0,472,206,675,25.22,17.06,95,1,0
P02001,0,1787,374,1001,1.68,2.6,4,0,0
P02002,0,113,282,895,32.26,18.6,98,1,0
P02003,1,1336,477,1003,30.3,0.2,85,0,0
P02004,0,338,21,1599,13.96,16.45,58,1,0
P02005,0,2285,558,2354,8.98,5.58,35,1,0
P02006,1,1196,348,3147,3.65,3.77,73,0,0
P02007,1,78,488,3093,29.37,8.97,33,0,0
P02008,1,4559,943,59,28.45,17.94,51,0,0
P02009,0,2652,669,385,26.67,15.72,5,0,0
P02010,1,4657,257,2103,49.28,19.34,13,0,0
P02011,0,4380,654,2215,26.58,10.82,58,0,0
P02012,0,4318,46,1435,36.09,10.21,56,0,0
P02013,1,2640,26,2764,5.65,0.26,36,0,0
P02014,0,1256,966,2912,14.95,3.61,57,0,0
P02015,1,827,26,1794,13.77,9.95,82,0,0
P02016,1,2718,980,3262,28.8,15.05,31,0,0
P02017,0,4923,396,2529,16.54,16.45,19,0,0
P02018,1,2810,950,1942,32.05,5.67,84,0,0
P02019,0,3385,144,1590,34.5,14.25,78,0,0
P02020,1,1965,586,3487,1.68,16.57,80,1,0
P02021,1,2427,698,2387,31.99,7.5,60,1,0
P02022,1,2841,521,795,5.84,13.91,56,0,0
P02023,1,613,120,891,23.26,8.75,51,0,0
P02024,0,562,800,2823,36.33,19.71,87,0,0
P02025,1,4826,461,1282,35.17,0.13,84,1,0
P02026,0,4352,676,3421,14.99,8.29,47,1,0
P02027,1,184,381,600,13.62,5.27,78,0,0
P02028,1,2192,775,2484,22.01,16.99,10,0,0
P02029,0,4065,672,1245,9.43,5.74,29,0,0
P02030,1,245,902,1436,48.73,10.88,59,0,0
P02031,0,4086,417,1373,17.25,14.81,17,1,0
P02032,1,2234,326,3553,46.15,9.94,91,0,0
P02033,1,865,390,1082,45.41,8.21,76,1,0
P02034,1,2087,296,151,18.24,0.85,73,0,0
P02035,1,600,629,933,12.7,0.46,46,1,0
P02036,0,3033,995,2587,38.54,19.15,11,0,0
P02037,0,2056,822,2272,11.47,12.86,49,0,0
P02038,0,2131,774,1341,26.06,16.51,39,0,0
P02039,0,532,83,2610,5.53,9.61,89,1,0
P02040,0,2042,145,3350,19.3,5.23,63,1,0
P02041,1,357,170,557,3.91,5.89,18,0,0
P02042,1,377,333,1497,14.17,0.87,86,1,0
P02043,1,2219,423,1869,33.26,15.82,99,1,0
P02044,0,4488,308,617,49.57,11.63,26,0,0
P02045,1,4797,525,1819,12.74,9.62,51,1,0
P02046,1,3307,660,23,23.67,17.05,79,1,0
P02047,0,2596,880,1542,22.4,8.9,6,1,0
P02048,1,783,762,2415,9.21,18.96,62,0,0
P02049,1,2379,568,2019,30.5,0.26,76,0,0
P02050,0,3603,346,998,36.24,19.69,54,0,0
P02051,1,982,301,2382,7.36,16.32,75,0,0
P02052,1,3942,921,1456,37.86,7.1,90,1,0
P02053,0,2590,346,2,35.01,11.91,96,1,0
P02054,1,1042,407,1007,9.87,17.29,30,0,0
P02055,1,2538,132,1281,32.45,9.63,10,0,0
P02056,1,861,681,262,19.68,1.02,16,0,0
P02057,1,1876,613,120,34.06,18.07,65,0,0
P02058,1,1835,987,1743,24.8,10.34,66,0,0
P02059,1,4208,105,20,2.41,10.9,97,0,0
P02060,1,3526,170,904,39.35,0.27,31,0,0
P02061,0,1685,639,139,27.78,2.0,23,1,0
P02062,1,3401,249,3548,36.24,15.55,87,0,0
P02063,1,1622,543,1815,6.3,8.7,12,0,0
P02064,1,4957,727,1312,36.06,19.96,21,0,0
P02065,0,2657,261,205,20.68,13.91,18,0,0
P02066,1,1932,841,42,39.96,18.99,52,0,0
P02067,0,507,493,2897,29.96,5.59,93,0,0
P02068,0,4561,243,3189,17.75,3.52,38,1,0
P02069,0,3478,450,1028,10.1,7.53,20,0,0
P02070,0,2656,902,2254,40.8,5.3,86,0,0
P02071,1,1121,796,2682,28.01,12.27,15,0,0
P02072,1,289,289,1862,49.37,14.89,6,0,0
P02073,0,2829,262,344,18.67,8.04,83,0,0
P02074,1,2209,848,1165,34.29,1.8,77,0,0
P02075,1,4812,844,2419,31.14,0.53,25,0,0
P02076,1,1400,313,3303,31.88,4.36,85,0,0
P02077,0,566,84,3235,36.85,14.65,99,0,0
P02078,1,1473,414,2594,6.96,4.43,89,0,0
P02079,1,1987,328,1387,27.48,18.22,75,1,0
P02080,1,3787,44,983,25.46,13.03,30,0,0
P02081,0,3865,814,334,17.13,17.24,67,1,0
P02082,0,3260,332,2058,21.81,7.72,39,0,0
P02083,1,3547,464,3479,25.94,19.67,26,0,0
P02084,1,3251,199,2122,16.05,13.59,8,0,0
P02085,1,1716,200,1323,14.66,7.14,75,1,0
P02086,1,1012,328,2994,36.91,4.25,92,0,0
P02087,0,1310,679,2960,3.35,17.33,91,0,0
P02088,1,4570,239,3452,15.65,6.36,15,0,0
P02089,1,617,883,2757,32.69,0.89,71,0,0
P02090,0,4736,797,2900,10.44,5.57,12,0,0
P02091,1,4257,701,775,28.61,3.59,77,0,0
P02092,1,1982,582,885,15.11,6.39,59,0,0
P02093,0,2228,656,2035,42.17,12.27,78,0,0
P02094,1,4820,358,735,17.5,10.01,59,1,0
P02095,0,468,997,2681,11.48,14.22,8,1,0
P02096,1,4116,900,1051,26.51,6.68,52,1,0
P02097,1,4355,720,1486,6.78,2.4,31,1,0
P02098,1,1139,359,395,39.87,3.21,85,1,0
P02099,1,1436,377,682,34.0,15.95,54,1,0
P02100,0,536,384,2001,38.53,1.96,24,0,0
P02101,1,951,719,3447,19.94,15.96,40,0,0
P02102,1,2813,464,2468,41.75,4.25,25,1,0
P02103,0,3006,221,363,24.68,13.57,28,0,0
P02104,1,3994,798,3287,4.73,12.46,81,1,0
P02105,1,1840,674,1854,11.2,1.97,35,1,0
P02106,0,850,364,3172,35.55,13.32,83,1,0
P02107,1,1971,71,1781,44.82,8.95,96,0,0
P02108,1,1191,239,92,4.76,14.14,83,0,0
P02109,0,3920,503,1598,43.21,16.71,2,0,0
P02110,1,4628,413,265,39.95,0.79,58,0,0
P02111,0,2062,126,2253,17.83,12.96,33,1,0
P02112,0,3046,486,3151,34.46,2.1,5,1,0
P02113,0,4399,596,2084,9.35,7.58,30,1,0
P02114,1,3558,526,1034,40.67,0.25,98,0,0
P02115,1,4511,247,1113,32.87,6.57,31,0,0
P02116,0,304,481,743,21.94,3.39,41,1,0
P02117,1,4908,311,2066,43.23,11.13,56,0,0
P02118,1,2847,443,3635,6.96,10.25,72,1,0
P02119,0,2435,282,373,42.29,15.87,45,0,0
P02120,1,2804,1,1809,1.19,12.8,90,0,0
P02121,1,1984,73,93,37.66,14.29,87,1,0
P02122,1,3936,63,31,28.67,1.85,55,0,0
P02123,1,712,772,139,34.84,0.56,49,0,0
P02124,1,2895,346,1593,20.62,19.39,85,0,0
P02125,1,1681,323,3020,43.22,8.54,29,0,0
P02126,1,1333,238,3092,15.66,7.9,35,0,0
P02127,1,3198,396,3220,13.75,0.7,25,1,0
P02128,0,174,336,3292,15.09,2.38,49,0,0
P02129,1,3205,340,2780,38.72,18.81,1,0,0
P02130,1,1416,278,2801,24.76,13.9,6,1,0
P02131,0,1987,352,1242,26.85,8.18,26,0,0
P02132,0,4853,945,1564,41.58,18.09,79,0,0
P02133,1,1772,891,1582,41.67,11.8,48,0,0
P02134,1,4266,462,1931,8.09,14.93,45,1,0
P02135,1,1074,461,57,27.49,8.63,92,1,0
P02136,1,4760,712,3496,6.3,8.63,84,1,0
P02137,0,591,292,1298,43.43,1.37,25,0,0
P02138,1,2978,797,2187,41.85,14.68,81,0,0
P02139,0,3982,732,1046,42.47,1.98,64,0,0
P02140,1,2410,406,2948,35.24,15.29,1,0,0
P02141,1,847,161,377,23.34,3.82,77,1,0
P02142,1,493,502,921,20.24,4.95,78,1,0
P02143,1,545,447,372,19.76,18.36,63,0,0
P02144,0,4999,694,3134,3.31,9.43,63,0,0
P02145,1,2286,454,1587,47.44,2.5,99,1,0
P02146,1,2697,884,777,22.51,18.1,87,0,0
P02147,1,3837,264,1365,46.51,9.05,59,1,0
P02148,0,1540,131,166,43.96,2.61,88,0,0
P02149,1,883,833,3222,41.43,7.82,8,0,0
P02150,1,3956,119,2570,29.42,11.79,14,0,0
P02151,0,3094,891,2011,5.08,7.25,36,0,0
P02152,0,2365,218,583,16.2,18.49,5,0,0
P02153,1,3347,416,2548,30.18,5.39,42,0,0
P02154,1,3071,671,2943,0.67,3.52,44,0,0
P02155,0,3675,504,998,2.13,4.42,75,1,0
P02156,0,4715,299,559,33.88,1.67,90,0,0
P02157,0,952,108,3419,44.41,9.05,70,0,0
P02158,0,3300,237,3343,42.76,17.57,27,0,0
P02159,1,3735,292,3501,8.41,6.11,51,1,0
P02160,1,3179,986,1011,45.56,5.17,75,1,0
P02161,1,2963,987,232,34.82,16.75,34,1,0
P02162,1,4027,578,559,35.82,6.12,65,0,0
P02163,0,3247,827,1231,15.2,9.54,25,1,0
P02164,1,4415,186,3524,35.8,0.62,19,1,0
P02165,1,3357,35,1762,35.49,5.74,88,0,0
P02166,1,4971,560,1524,29.73,2.61,61,0,0
P02167,1,4848,255,920,17.86,2.12,84,1,0
P02168,0,2704,434,2908,40.55,8.63,0,0,0
P02169,1,1037,618,1242,46.88,5.55,91,1,0
P02170,0,70,7,2919,43.49,3.33,52,0,0
P02171,1,2874,747,80,12.15,10.23,76,0,0
P02172,0,105,177,3620,22.28,15.68,29,0,0
P02173,0,769,241,2661,17.12,14.7,59,0,0
P02174,1,2009,40,702,35.37,5.02,9,1,0
P02175,0,2940,356,540,41.57,5.26,21,0,0
P02176,1,2192,756,1849,10.79,14.64,28,0,0
P02177,0,3495,112,2812,47.36,11.14,68,0,0
P02178,1,4311,876,1274,33.87,14.85,7,0,0
P02179,1,4355,767,2785,10.92,0.03,52,0,0
P02180,1,933,165,2653,18.55,1.74,10,0,0
P02181,0,574,503,3486,5.23,16.04,25,0,0
P02182,0,3930,853,3157,29.85,17.02,18,0,0
P02183,0,4380,77,621,8.46,6.87,18,0,0
P02184,0,4087,718,1240,34.65,19.17,29,1,0
P02185,1,2531,822,3069,36.86,6.03,35,0,0
P02186,1,2419,877,2243,23.97,17.81,41,0,0
P02187,1,69,195,3042,4.69,8.43,55,0,0
P02188,1,4474,401,1320,30.54,11.24,8,0,0
P02189,1,1302,832,2993,18.61,12.87,6,0,0
P02190,1,3814,63,2091,47.48,2.66,17,0,0
P02191,0,2349,651,2440,25.66,0.74,8,0,0
P02192,1,254,885,1466,3.61,8.54,5,0,0
P02193,1,1707,424,1113,31.8,3.21,69,1,0
P02194,1,4787,41,2202,38.97,10.98,44,0,0
P02195,0,833,372,3025,8.03,9.07,21,0,0
P02196,1,2764,955,3549,22.45,2.44,80,0,0
P02197,1,2471,305,1644,37.16,13.32,78,1,0
P02198,1,3742,208,58,1.02,0.41,72,0,0
P02199,1,2035,466,2157,1.45,2.53,69,1,0
P02200,0,1967,931,478,33.85,14.0,86,1,0
P02201,1,99,303,2665,36.26,10.56,80,1,0
P02202,0,1852,966,1922,42.29,5.64,95,1,0
P02203,1,3183,584,1756,19.98,3.6,31,0,0
P02204,0,2355,391,1798,19.49,12.85,66,0,0
P02205,1,111,152,1617,27.62,4.11,15,0,0
P02206,1,3158,646,783,37.87,19.69,1,1,0
P02207,0,182,361,3120,32.05,17.39,66,0,0
P02208,1,3852,263,1400,16.37,2.64,40,0,0
P02209,0,164,215,1055,17.33,17.18,50,1,0
P02210,1,2137,720,1509,38.15,6.9,13,0,0
P02211,1,2023,715,2648,26.73,9.8,77,1,0
P02212,1,454,621,2987,4.9,2.86,93,0,0
P02213,0,2285,542,3039,7.65,2.37,48,0,0
P02214,1,4822,523,2578,42.56,17.31,48,0,0
P02215,1,541,638,1026,49.94,12.6,26,0,0
P02216,0,2665,824,377,16.78,9.21,80,1,0
P02217,1,2449,193,571,19.34,0.72,38,0,0
P02218,0,4937,651,1954,7.72,18.44,72,0,0
P02219,1,3933,26,3313,11.79,7.52,35,0,0
P02220,0,2886,45,1564,21.23,8.33,9,1,0
P02221,1,4614,646,586,14.22,5.8,92,0,0
P02222,1,4292,828,1618,35.07,17.83,3,0,0
P02223,0,3904,953,356,26.89,6.89,84,0,0
P02224,0,1688,57,684,41.11,3.48,1,0,0
P02225,0,1637,12,1946,36.23,10.01,78,0,0
P02226,1,4728,948,3268,6.41,15.63,27,1,0
P02227,0,4670,611,2905,6.17,7.43,88,0,0
P02228,1,4082,960,3490,44.78,13.04,25,0,0
P02229,0,1890,48,658,40.98,6.08,72,1,0
P02230,0,3205,802,1296,23.4,14.4,29,0,0
P02231,1,477,93,1525,6.52,13.37,8,0,0
P02232,0,2366,606,2082,44.93,13.62,0,1,0
P02233,1,2526,656,3054,11.54,12.92,55,0,0
P02234,1,366,583,2508,1.78,3.13,55,0,0
P02235,1,1836,450,2765,46.21,17.76,75,0,0
P02236,1,1715,378,1693,40.45,11.72,60,0,0
P02237,1,12,9,3324,34.67,7.65,44,0,0
P02238,0,535,673,1657,1.7,3.45,12,0,0
P02239,0,3239,725,511,26.42,15.67,13,0,0
P02240,0,2317,515,1071,32.68,10.18,9,1,0
P02241,1,4042,223,3256,37.97,2.95,16,0,0
P02242,0,375,380,2538,23.55,18.43,16,0,0
P02243,1,1724,540,2320,47.67,2.12,30,0,0
P02244,1,256,301,1636,12.24,10.48,45,0,0
P02245,1,2264,202,1012,3.49,12.21,48,1,0
P02246,1,449,941,2574,16.64,19.98,89,0,0
P02247,0,893,588,1151,33.09,2.82,98,1,0
P02248,1,3212,570,209,36.86,12.27,99,1,0
P02249,1,1184,956,623,36.92,9.53,74,0,0
P02250,0,3223,195,1805,5.53,5.14,79,0,0
P02251,0,1308,321,1165,44.25,18.84,92,1,0
P02252,1,4705,417,172,14.04,15.82,17,1,0
P02253,1,916,618,1888,10.5,15.54,74,0,0
P02254,1,147,341,446,30.72,17.98,10,0,0
P02255,1,4751,388,3190,10.59,14.5,72,0,0
P02256,1,2114,8,10,25.4,10.13,88,1,0
P02257,1,4016,531,760,20.35,7.83,54,0,0
P02258,1,3940,148,1327,11.6,14.08,95,1,0
P02259,0,4071,382,1783,14.6,12.06,97,0,0
P02260,1,2795,528,1177,21.37,10.86,2,0,0
P02261,1,442,11,2370,17.31,11.78,77,1,0
P02262,1,2944,475,3608,19.08,13.11,88,0,0
P02263,1,3936,593,976,36.77,19.37,15,0,0
P02264,1,398,578,2492,8.42,15.06,99,1,0
P02265,1,1151,644,2389,31.38,3.53,8,1,0
P02266,1,3792,955,2268,33.91,9.34,67,0,0
P02267,1,2995,52,2157,40.1,13.56,44,1,0
P02268,1,2216,435,2457,42.37,3.51,1,0,0
P02269,0,1707,205,3489,7.93,18.65,88,0,0
P02270,1,3331,943,2552,6.91,1.54,21,0,0
P02271,0,1987,985,1800,30.74,12.22,68,0,0
P02272,0,4602,914,39,37.85,19.52,48,1,0
P02273,1,2568,744,3580,13.62,14.56,20,1,0
P02274,1,160,912,1482,26.29,13.55,73,0,0
P02275,1,4435,53,2310,38.61,19.95,86,1,0
P02276,1,3904,998,3189,38.38,15.84,90,0,0
P02277,1,3573,579,3521,32.69,19.41,93,1,0
P02278,1,3177,489,3485,3.94,13.98,54,0,0
P02279,1,1825,802,2755,2.53,13.31,3,0,0
P02280,0,3924,343,1849,19.42,15.25,57,0,0
P02281,0,1623,168,822,1.33,3.78,69,1,0
P02282,0,1176,908,3597,45.21,16.12,58,0,0
P02283,1,4918,160,460,1.01,19.4,25,1,0
P02284,0,3720,526,1141,1.48,12.23,73,1,0
P02285,0,4880,702,216,8.27,0.25,68,0,0
P02286,0,3220,526,1740,31.35,1.44,38,0,0
P02287,1,3259,286,2124,27.08,4.69,0,0,0
P02288,0,130,874,1444,32.97,9.82,56,0,0
P02289,1,3562,411,2939,44.68,8.28,97,0,0
P02290,0,1499,521,1195,22.75,19.58,47,0,0
P02291,1,2788,568,2437,2.19,18.91,71,0,0
P02292,0,4876,198,3097,38.17,7.85,20,1,0
P02293,0,3708,160,1151,40.6,15.89,30,0,0
P02294,1,1707,774,373,2.49,12.73,57,0,0
P02295,0,1769,388,653,12.14,4.86,46,0,0
P02296,0,1318,473,903,38.53,18.62,22,1,0
P02297,0,3379,380,3095,18.81,5.19,74,0,0
P02298,0,2773,764,3541,23.63,17.41,79,1,0
P02299,0,2990,630,743,41.16,12.75,90,1,0
P02300,0,3044,591,2470,4.73,12.42,6,0,0
P02301,1,375,123,3248,33.86,16.77,48,0,0
P02302,1,3036,824,852,10.75,9.89,87,1,0
P02303,1,660,71,1770,3.13,17.07,95,1,0
P02304,0,1403,981,830,33.12,11.0,98,0,0
P02305,1,740,993,1561,6.07,19.69,30,0,0
P02306,0,303,167,3337,37.35,13.2,46,0,0
P02307,0,1085,283,972,10.14,7.48,92,1,0
P02308,1,4881,493,2676,2.43,15.27,67,0,0
P02309,0,3179,35,2617,4.96,10.2,34,0,0
P02310,0,1210,823,1293,42.06,16.12,74,0,0
P02311,1,3034,174,1352,18.55,16.67,33,0,0
P02312,1,228,198,3526,15.11,12.34,57,1,0
P02313,1,3119,115,1318,24.56,17.44,14,0,0
P02314,1,1854,935,121,31.65,8.07,77,0,0
P02315,1,267,314,158,1.86,1.15,84,0,0
P02316,0,2774,938,3249,44.91,13.25,70,1,0
P02317,0,2849,219,3399,47.92,15.29,80,0,0
P02318,0,4349,890,306,20.87,1.46,41,0,0
P02319,1,4965,577,1112,20.63,15.42,17,0,0
P02320,1,2134,776,750,43.93,12.78,77,0,0
P02321,1,3459,133,1061,21.47,2.33,37,1,0
P02322,1,2269,630,1896,42.81,10.8,63,1,0
P02323,1,989,121,590,1.42,2.17,28,1,0
P02324,0,4492,832,1880,24.48,6.43,9,0,0
P02325,1,937,898,345,47.62,16.08,16,1,0
P02326,1,439,969,3323,12.64,2.02,31,0,0
P02327,1,2358,420,148,13.31,9.19,60,0,0
P02328,0,2007,894,1039,31.51,12.11,83,0,0
P02329,1,3345,491,1390,46.31,18.81,80,0,0
P02330,0,4130,598,2882,9.94,14.75,45,0,0
P02331,0,4816,288,780,46.08,2.78,70,1,0
P02332,0,3743,648,117,33.15,19.38,55,1,0
P02333,1,518,52,703,49.65,9.56,60,0,0
P02334,1,268,204,2364,36.82,7.39,43,0,0
P02335,0,4733,347,287,33.39,2.57,93,1,0
P02336,0,4185,50,2955,40.75,18.67,37,0,0
P02337,1,1388,838,1374,8.76,11.72,49,1,0
P02338,0,1694,921,2344,47.3,19.76,73,1,0
P02339,0,3273,911,3265,8.28,3.48,31,1,0
P02340,1,1389,39,2024,1.28,10.92,89,1,0
P02341,1,3865,249,3463,34.89,2.2,52,1,0
P02342,0,3029,217,442,9.23,10.49,47,1,0
P02343,0,2335,178,3352,37.94,17.8,80,1,0
P02344,0,3674,550,900,39.75,2.19,0,0,0
P02345,1,4576,182,300,11.83,5.39,89,0,0
