Profile_Picture,Username_Randomness,Bio_Completeness,Post_Count,Follower_Count,Following_Count,Engagement_Rate,Account_Age,Is_Verified,Spam_Activity,Output
0,9,0.8426545027360816,731,9736,272,0.37106153744667525,2910,1,1,1
0,0,0.8254090428409,368,6403,3765,0.6880429068011717,268,1,0,0
1,3,0.7657428825512606,741,4445,2180,0.2854000251436084,903,1,1,1
1,7,0.8462029743562488,959,9078,384,0.6661475052946326,3906,1,0,1
0,9,0.32818615348291835,404,8730,2993,0.025327591141881656,4432,1,1,1
0,7,0.9624028933178183,309,2235,4470,0.4762786774928557,3154,1,0,1
0,6,0.20757088426603176,649,9638,4789,0.2731441417922833,3590,1,1,1
1,0,0.9098975191279564,853,227,810,0.79625463104128,1003,1,0,1
1,6,0.6741931587256894,748,6923,3214,0.15974964268142056,2322,1,1,1
0,3,0.41236499583706887,94,1048,1528,0.9031443776291542,3680,0,0,0
0,8,0.006172607160610077,152,4153,3798,0.3244238107078937,3890,1,0,1
0,5,0.005272065339147258,748,9726,3920,0.19059605928132306,4692,0,0,0
1,2,0.23456983149268762,957,1678,2927,0.4191563707935869,3102,0,0,0
1,1,0.945402336684777,97,5832,3803,0.1255705244951597,3454,1,1,1
1,7,0.29315116132403973,717,1281,462,0.1319325348215643,889,1,0,1
1,0,0.17970249574775454,883,8626,988,0.5695539055057098,1955,1,1,0
0,1,0.6564327989700987,933,7634,415,0.5229742381871109,2943,1,0,1
1,7,0.7397980985339279,424,4985,3629,0.17771515159364148,2767,0,0,1
0,6,0.04679381070351896,88,2185,20,0.028539730900160376,4034,1,1,0
1,7,0.17969134287694,869,7377,916,0.26746574247660737,940,0,0,0
0,1,0.609022601861975,738,7549,1440,0.7167302157250106,2105,0,0,1
0,3,0.037547091896718565,778,7312,4797,0.0656571456344226,3901,0,0,1
0,3,0.9732972536766028,292,4111,4182,0.813252415085533,2525,0,1,1
0,4,0.9982797586063917,57,423,3362,0.7232263367779262,4306,1,0,1
0,9,0.2780976687289891,769,7802,2073,0.7844511408459459,359,1,0,0
1,4,0.5267409443174838,615,9111,3889,0.5368510641631841,2539,0,1,1
0,8,0.9213280225511702,598,473,3156,0.700409398486647,2731,0,0,0
1,7,0.9422141453756308,466,7738,2501,0.03973858870313263,2068,1,1,1
1,9,0.8364538466877285,850,9275,3929,0.28237468759727025,1019,0,0,1
0,5,0.58039480629009,731,1028,101,0.19896559803521208,1259,1,1,0
1,7,0.0356129621079615,894,2239,3617,0.9887979065305567,2785,1,0,1
1,8,0.04585933132538944,819,6622,1401,0.41574319081805255,3372,0,0,0
0,6,0.11975093135438664,379,2264,832,0.5294480998944239,4880,0,0,1
1,8,0.6506111840827679,181,9575,3210,0.6898459275648282,2563,1,1,1
1,1,0.7613029225058787,81,7077,3517,0.07500394220421891,2194,0,0,1
0,3,0.581221616371862,457,294,2468,0.3343749937974252,4348,0,0,0
1,4,0.76622803590426,418,765,1269,0.9583460928321927,3299,0,1,1
0,6,0.011707038262517067,197,3066,2578,0.20125387406864448,3869,0,1,1
1,0,0.7702425309252862,194,2782,3391,0.5043347927430726,3624,1,1,1
1,8,0.5144744370364148,517,3897,474,0.9579917059293345,1852,0,0,0
0,7,0.14959014670166026,671,5741,1674,0.0467761212733836,4380,1,0,0
1,7,0.8299911233631406,197,5886,4417,0.29088314936094173,4306,1,1,1
1,7,0.06893258637639177,581,6399,1635,0.5686467203955804,1152,1,0,1
1,2,0.0573388900456151,132,5447,2759,0.4605901055556543,1291,0,1,1
1,3,0.7632498912664029,568,3522,3135,0.7667102436554162,4426,0,0,0
0,9,0.14133070570407036,749,6621,2864,0.7149656649195955,1517,0,1,0
1,4,0.9926801855930157,227,6383,4399,0.7475774580247224,86,0,0,0
0,6,0.37692743171655185,280,1123,4480,0.4767081445154606,4693,1,0,0
0,2,0.9835883095254724,566,6474,3633,0.23404411110433898,2055,0,1,0
1,8,0.553565824358015,557,9272,2074,0.8634438497226372,2571,0,0,0
1,0,0.638480328726249,757,1357,4566,0.8002429338021022,1942,1,0,1
0,6,0.055770452887362376,611,3653,550,0.7925306819610184,839,1,0,1
0,8,0.126974835742255,193,3647,4030,0.9836811564591519,2498,1,0,0
0,3,0.7885309232735485,442,6986,2210,0.2189654104698826,3852,0,0,0
0,9,0.8690121239138566,816,5371,1514,0.270360839016213,3907,0,1,0
0,5,0.9682081479769712,813,3673,2714,0.8615010186918534,3046,0,0,1
0,1,0.5492617876125634,440,7822,4437,0.20541428203675016,4483,0,1,0
0,8,0.0849311318686633,19,8143,2938,0.5121017872212735,2177,0,0,0
0,1,0.5198572210508031,65,5612,1025,0.4241029444759786,4766,0,0,0
0,0,0.8633270153152889,878,6547,604,0.8327576483644313,2376,0,1,0
0,7,0.4264000011557322,775,7198,4753,0.833779255857502,4822,0,1,0
0,1,0.23078999541180278,58,3854,2630,0.8104920941555852,4992,0,1,1
1,6,0.8042088503539965,849,5675,1884,0.7916541102104466,4545,0,1,0
1,3,0.7613576620442644,837,7045,2988,0.8637283213761129,756,0,0,0
1,4,0.2612743589734392,195,5571,700,0.0483134191643787,247,1,1,1
1,9,0.259413550695232,725,2665,691,0.24800976994903345,1449,1,1,1
0,7,0.8908937610349762,635,3808,3769,0.0482098768110234,1528,0,1,1
1,9,0.13880305845287189,947,536,1020,0.7159182353749416,4736,0,0,0
1,0,0.6223362714497519,660,4893,3619,0.39975734871000035,33,1,1,0
0,5,0.3222255333750864,323,1336,3148,0.11164616134263661,2548,1,0,1
1,3,0.8175946944983198,660,7399,1960,0.2282389276628657,4151,0,1,1
1,7,0.9785091644591661,169,394,3331,0.12684900521005416,660,1,1,1
0,8,0.07948197722953765,860,8923,4474,0.5408132205009111,665,0,1,0
1,1,0.710395502378975,389,3786,1110,0.8170760937005244,1168,1,0,0
1,3,0.20044190771191894,108,3896,1063,0.8703619560480116,4602,1,1,0
1,0,0.49732847976770045,181,6317,4687,0.19374748349595816,1909,1,1,0
1,7,0.811816094866325,798,6062,3807,0.1260250770098853,3779,1,0,1
0,4,0.575045937612054,825,4346,2029,0.19473229583819107,2960,1,1,1
1,1,0.9197429276944233,974,1064,3024,0.03257677366649825,3184,1,0,1
0,0,0.8586018795113641,671,6660,4740,0.756865118653737,4297,1,0,0
1,3,0.38381641660545096,848,8139,1353,0.2386434720216779,4720,1,0,0
1,8,0.4705324385871149,82,6974,405,0.8546723204213738,2139,0,0,1
1,2,0.765327368601703,79,7101,3308,0.3121618184082873,2816,1,1,1
0,8,0.2284808300879233,719,5567,1778,0.20942598677993385,1743,1,1,0
0,8,0.8013406719511311,214,4070,2041,0.2810328187085599,2795,1,1,0
0,8,0.44132669184696516,472,9052,806,0.4326651108991676,3964,0,1,1
0,2,0.30319686453032624,893,8809,1588,0.9210998859647321,3343,0,0,0
1,0,0.31576576943862134,299,2827,4427,0.3369906802809467,328,1,1,1
1,6,0.27132644452663257,214,4842,4411,0.8675370460773829,4608,0,1,0
1,2,0.7247198457621554,346,4837,2293,0.6254866236244789,4891,1,0,0
0,5,0.6184458792733213,298,1838,75,0.9712249993324256,2707,1,0,0
1,8,0.12936306674484344,33,9811,3217,0.025009029121393356,289,0,0,0
1,5,0.9250029427381026,744,75,200,0.6173867079737609,3421,0,1,0
1,8,0.038056119376886466,691,6262,3755,0.1763776149347298,1312,0,1,0
1,2,0.9461685242213128,765,8700,4238,0.8714244060429754,284,0,1,1
0,8,0.7879485867125348,675,5423,326,0.8315817987971031,2336,1,0,1
1,7,0.7321565873194433,525,7968,2447,0.9493457585172986,939,0,1,0
0,5,0.5756535344755608,148,9402,3402,0.356701736659894,3250,0,1,0
0,5,0.336051856388888,328,1803,1645,0.0989489228828252,4766,0,1,0
1,6,0.29930825769034164,867,2118,3490,0.3336843819766565,2256,0,1,1
0,8,0.02833218157684181,669,862,3083,0.5026532223341206,3998,1,0,0
1,3,0.19733256566700685,646,1307,2356,0.14233146932807383,4801,1,0,0
1,7,0.2565367516296321,627,746,2457,0.09038518122545847,2306,0,1,0
1,2,0.3766256936756396,337,7500,4846,0.19339690864195513,2496,0,0,0
1,1,0.23118898412486844,478,8346,3354,0.5504602789268171,922,1,0,0
1,4,0.860912720402918,734,6277,1652,0.3598543679894617,2231,0,1,1
0,9,0.027104389169260834,399,6686,1496,0.9449107341901558,4608,1,1,0
1,6,0.7909894292964615,577,5428,4465,0.7842243480235453,3055,1,0,1
1,3,0.30543450418148277,918,747,193,0.7168064788857204,1615,0,0,0
0,7,0.022455608844563324,454,7385,3257,0.8283152948676699,2906,1,1,0
1,9,0.7466561822272916,994,889,2886,0.474356723095833,2598,0,0,1
0,9,0.44822378767434334,727,662,569,0.3451245658332256,3055,1,0,1
1,0,0.9252271406185438,227,7612,1445,0.3452966120005243,2877,0,0,1
1,5,0.34782994997392014,613,7056,4552,0.6232910722630672,3276,0,0,1
1,1,0.7954113206887168,259,483,4536,0.7003022987272363,39,0,1,0
0,5,0.65761523215444,7,6000,1721,0.7227055632809024,4123,1,0,1
0,4,0.3703751511683462,831,4595,4902,0.7417420084173058,4561,1,1,0
1,6,0.9343823957444358,293,7993,98,0.6371980758265813,3326,0,1,1
1,3,0.9342086359263201,714,2944,2530,0.726682490082715,712,1,0,0
1,1,0.7647532812442206,242,4585,2326,0.05820102603250121,2800,1,0,0
0,4,0.3313397205967663,298,624,3009,0.5678775142627847,1899,0,1,0
1,5,0.6167102598604745,554,6443,250,0.6291582686567159,3626,0,0,1
1,4,0.6063710729482413,381,9925,554,0.22733489189053568,2756,1,1,0
1,4,0.9099914850523928,467,142,696,0.041440165720696975,3875,0,1,1
1,8,0.6940770945632355,349,7120,3834,0.9446898352227894,3316,1,1,0
1,7,0.4215349722223908,584,8797,1999,0.23554347464161596,2909,1,1,0
1,5,0.6763369711795084,153,4178,4937,0.08983965746161338,941,0,0,1
1,7,0.5295038211963663,196,6333,1125,0.23953453845619466,1341,1,1,0
1,8,0.1037764484893321,722,8235,937,0.5495026240975528,3632,1,1,1
1,9,0.4112690464320322,44,5169,3624,0.10717137381134856,261,0,0,0
1,2,0.013750338286950048,235,2041,1577,0.19282024884952254,4288,0,0,0
0,1,0.9256700225856114,170,4457,4029,0.4702274413191069,3319,1,0,1
0,4,0.9990743521833064,571,3504,901,0.053661961406229475,2932,1,1,1
1,1,0.4259455304887626,750,3026,463,0.2357197694550336,3218,0,0,1
0,2,0.6942078685894213,91,668,3473,0.13862749896804927,2816,1,1,1
0,0,0.016851877560203343,763,8158,4561,0.1517875082351926,2247,0,1,0
1,1,0.8611072302286805,81,1204,958,0.9076014653577791,2348,0,0,1
1,2,0.7811784076197829,883,5217,1889,0.822573180315342,3142,1,0,1
0,6,0.4702716395894606,844,8731,2148,0.7055922412390578,4819,1,1,1
0,5,0.4666659609389048,781,4323,1603,0.8292657013981624,1107,1,1,0
1,6,0.9604377483859934,298,8990,2711,0.243443825563611,3250,0,1,0
1,8,0.8758465180432615,349,1824,2932,0.11199098985791345,2264,1,1,0
0,6,0.6152703513649388,753,5008,464,0.5996440040008821,2864,1,1,0
1,4,0.5047614977143007,697,2208,2893,0.023280469509548984,165,0,1,0
1,1,0.8786401636620573,626,1848,1134,0.5246862588406315,421,0,0,1
1,9,0.2913219036710325,33,6862,1024,0.7241762408044097,2916,0,0,1
0,7,0.5198548494527189,345,8227,891,0.9836275403957933,1577,0,0,0
1,9,0.9927410264855385,48,4540,137,0.020221964518368662,699,0,0,0
1,1,0.7479558178399643,990,2343,4145,0.6456119753387533,3191,1,0,1
0,9,0.5806004542315124,143,2436,1270,0.11287774940918172,1138,1,0,1
0,6,0.4925083903506635,59,4367,3485,0.43602272213103777,2754,0,1,1
0,5,0.8233911283743282,527,427,4783,0.8187560294003675,4089,0,0,0
0,9,0.12543215434000665,540,5484,3073,0.5380358087795719,1065,1,1,0
1,6,0.6062583790122019,607,2346,121,0.9674098339134081,4898,1,1,1
0,5,0.6550380933646729,22,1658,4422,0.8627966795314862,3530,0,0,0
0,1,0.12328768015814828,506,1461,3428,0.23477967524373045,950,1,0,0
0,7,0.1829966091958004,69,5016,4528,0.006130014770441394,3073,0,0,0
1,6,0.9983573128186586,326,3562,4999,0.5140845522064278,3041,0,1,1
1,9,0.9472115750814595,9,1575,3916,0.3881390485144003,405,1,1,0
0,3,0.5747992806997158,776,690,1737,0.8156927986939496,2571,0,1,1
1,8,0.7590725790721928,264,4056,2593,0.5714721212940909,918,0,1,0
1,8,0.12499732237615369,550,5128,2820,0.6631067317606959,2102,0,0,1
0,7,0.8918473887666097,56,2077,4462,0.5304886102518118,1456,0,1,0
0,8,0.9484076828017804,449,5078,1440,0.9976301735863903,4172,0,1,0
1,2,0.34982703367878787,304,2681,3525,0.04916045924689283,4369,1,1,1
0,6,0.17459922599183098,158,5293,4624,0.10905093310012215,1648,0,1,0
1,4,0.3898000913145646,341,7710,840,0.8423002658160689,2327,1,0,1
0,9,0.48600201851055835,534,6650,1366,0.6223455946227445,4228,0,0,0
0,5,0.9803671938597076,774,2106,834,0.4330920290724529,4845,0,0,0
0,4,0.2438508333837478,716,5947,2303,0.45810238799747816,4481,0,0,0
1,7,0.37715885883133304,598,802,373,0.649963829082967,2339,0,0,0
0,6,0.38128092266301206,656,727,1917,0.7627909194189997,3228,1,1,0
0,7,0.5427998334226587,727,715,4810,0.7208643912687891,2540,1,1,0
1,4,0.15207799240020314,20,1110,4163,0.3384673467093331,2352,0,0,0
1,3,0.49933034481543104,539,956,4451,0.8488027831393641,3314,0,0,0
1,0,0.8481093766220492,431,2891,2873,0.49712044874467776,2623,1,1,0
0,1,0.046339967958407446,962,4976,4741,0.5439549530946876,3889,1,0,0
0,3,0.15274033746368632,151,5798,2836,0.050480209432167134,4068,1,1,0
0,2,0.8491007120648437,682,8012,39,0.2870093996318006,2518,0,0,0
0,7,0.6067187377814374,42,3189,974,0.6040452477032715,3062,0,0,1
1,0,0.7784809409186516,857,2399,1594,0.920598099839701,789,1,0,1
0,8,0.9568753663609781,242,638,233,0.9066289017861683,228,0,1,0
0,1,0.9310614161011883,294,554,171,0.6818690338166211,3137,1,1,0
0,3,0.28443173529814514,630,7096,3014,0.8807916067013177,4878,1,0,0
1,9,0.6505813190217089,455,9263,4706,0.7440905691338995,2244,0,1,0
0,8,0.9247924078753804,448,2198,4506,0.8763638246765697,2553,0,1,1
1,8,0.23063153418197724,224,2684,4448,0.3628411494980921,1113,1,1,0
0,6,0.3844494893858017,338,7694,2943,0.4511752953129269,3764,1,1,0
0,5,0.5812953441813757,328,3649,4621,0.08304842816953029,142,1,0,0
0,2,0.40483144042489205,827,1047,2724,0.6120322155110687,836,0,1,1
0,6,0.03594277398254664,26,7773,4701,0.9736128221990755,2874,1,0,1
0,9,0.6556868321994006,100,847,3356,0.22069534416145276,1857,1,0,1
0,2,0.8136977046214602,263,917,2995,0.7035679824584503,2709,1,1,1
0,3,0.390366034478547,577,6272,1123,0.26400756641421785,486,0,1,1
0,8,0.579081866956741,516,6837,3775,0.1563740097845263,2135,1,1,1
1,7,0.0015228957633148799,103,586,4327,0.0733317638992872,563,1,1,1
1,2,0.5557466797983491,101,8642,4665,0.8664044160841413,4340,1,0,1
1,9,0.4061580105125012,806,4981,348,0.3268649109105143,4257,1,0,0
1,1,0.08536182049795049,242,3917,1613,0.7752109033654766,4125,1,0,0
0,7,0.6385896884660487,143,9518,4318,0.20164209086576257,4074,1,1,1
0,5,0.5732085881851273,418,5502,4150,0.4553537151716781,3585,0,0,1
1,6,0.6176987079007003,423,6722,1533,0.07452037781168896,2389,1,1,1
0,0,0.12683350762811196,219,6277,428,0.8615451176975294,617,0,1,0
0,3,0.5972967398486765,345,8353,2276,0.010657878510140661,3026,1,0,1
0,0,0.6341369372030407,946,9821,747,0.013638512106383338,1040,0,1,0
0,5,0.02510899989228721,977,1589,2424,0.9152786370916586,1998,0,1,0
0,1,0.7389720524781145,965,5888,4514,0.07248768482536472,2476,0,0,1
1,3,0.8894876079884437,653,2439,899,0.1940567876420778,3239,1,1,1
1,5,0.5397562595488306,363,7321,4172,0.8308029542874243,3757,1,0,1
0,0,0.43698926504054547,123,5830,525,0.44585228006366073,3466,1,0,0
1,0,0.27318050328682764,879,1831,481,0.7752347595085369,2803,0,1,0
0,9,0.5192557297281827,613,3502,3894,0.659676588466464,4443,0,0,1
1,8,0.5450025937071719,960,2192,900,0.33465029249090505,4268,1,1,0
0,2,0.28952489273041904,563,5259,2943,0.26514510104173306,1100,0,1,1
1,7,0.9702210714064454,35,4433,654,0.725814046029337,4526,1,0,0
0,4,0.9847471109565681,17,1288,4850,0.9282145284952381,4545,0,1,0
0,4,0.4217271805844879,935,2124,4898,0.3169756968852485,4604,0,1,0
1,3,0.5435180421083613,713,8212,3843,0.28479638123475726,242,0,1,0
0,7,0.9309477398050732,794,6658,945,0.3366402094900449,3026,1,1,0
1,7,0.8076166703428187,694,2826,424,0.11024160279002648,3,1,1,0
0,2,0.6234549020049808,106,8050,4175,0.997366361350546,2155,0,0,1
0,9,0.5107754966860822,196,8645,2231,0.8202585081618659,3004,1,0,0
0,4,0.05416287596310421,275,7571,3131,0.4339235746453972,125,0,1,0
1,3,0.7174853805339807,730,3471,3978,0.6488793986544639,1192,0,1,0
1,5,0.08180183160893706,342,5873,2119,0.9999443886629166,3956,1,1,1
0,8,0.8373627846443362,624,4345,2673,0.7180530276622697,726,1,1,0
1,1,0.9736015965081709,885,3924,3069,0.5652220321170791,201,1,1,0
0,8,0.7590784134168319,457,4404,4711,0.31522682242823297,535,0,1,1
1,9,0.7039907717258607,536,1533,102,0.40385030453721504,3787,0,0,1
0,7,0.1489382972388099,251,39,2605,0.31240785619340206,4473,0,1,1
0,3,0.2595178361125171,262,4825,292,0.010002897046738735,2992,1,1,1
1,3,0.5865850300753617,787,9642,2706,0.8993288401845559,1402,0,0,1
1,2,0.5188773737251932,495,8499,2746,0.18244832832732671,1494,0,1,1
1,5,0.8736982845672991,284,9516,4390,0.318954911402612,1123,1,1,1
0,0,0.9099035584075188,285,301,3287,0.2415566803781739,2764,0,1,1
0,7,0.26459005804846925,659,6030,3113,0.9557812904936752,4223,0,0,1
1,9,0.7769964354422686,633,7732,4843,0.8967992016539069,3587,0,0,0
0,4,0.32990757616916966,706,7689,1729,0.026788322834760847,1519,1,1,0
0,4,0.9247363473819677,580,9979,583,0.44521638307906364,4609,0,1,0
0,3,0.7311572087876584,528,2928,1643,0.6635917003602861,1184,1,1,0
0,4,0.5806755065008002,291,9815,3332,0.3812903159727751,1491,1,1,1
1,4,0.07218198074941573,26,4688,1814,0.4766128596438869,2324,1,0,1
1,6,0.061937335303654195,734,2444,3251,0.02902082628653646,275,1,0,0
1,0,0.5161127079187072,365,3444,3237,0.7203341774868688,4397,0,1,1
1,3,0.8493104158327159,969,2065,2674,0.39748306619714613,2515,0,1,0
1,8,0.26744114465790936,471,8986,1392,0.881268744249764,4314,1,0,0
0,3,0.6415919490007771,822,565,2499,0.6044621396680527,4562,0,0,1
1,8,0.01858292738165712,712,2545,4723,0.1907403771684486,2275,1,0,1
0,2,0.5063569793735033,487,3024,1158,0.11869768973193984,3245,0,0,0
0,0,0.13660395717228047,267,6153,1508,0.20136049457170946,4267,0,0,0
0,5,0.8375055394534621,32,6855,1029,0.2179208218346339,2724,0,1,1
0,4,0.12359645092982363,430,3235,1568,0.7181999813000403,2748,0,0,0
1,2,0.484222140036457,961,8037,2618,0.7665525498866529,40,1,0,0
1,5,0.19088164429800392,609,4514,2430,0.48074963194445763,2634,1,1,1
0,3,0.9501200203041378,770,6033,2686,0.3845285148079839,3964,1,1,1
1,2,0.8656763145592715,332,395,4679,0.20748918107664105,3857,1,1,1
0,6,0.658142246787264,1,52,979,0.3310678422833847,2847,1,0,0
1,8,0.12129544379741297,470,686,1098,0.5091537259224302,2732,0,1,1
0,7,0.36494597887594293,26,4854,1609,0.06035018237725964,2477,0,0,0
1,1,0.6189773308563374,693,6290,2881,0.2168950627863223,483,1,1,1
0,4,0.4056208207086185,963,2381,3590,0.15389123024860552,1746,0,1,0
0,6,0.43897008422227235,825,8040,2266,0.3384727349601808,2791,0,1,1
0,6,0.49582372308624245,342,4719,3811,0.8654986049293485,4236,1,1,0
1,5,0.7597209272934615,513,2428,60,0.3305093532054336,1401,1,0,1
0,4,0.40759610474610775,579,1400,2337,0.860953016028242,211,1,0,0
0,1,0.8974177393072772,239,6577,3505,0.17212249156833703,1824,1,0,0
1,8,0.9211980121408233,659,5276,3442,0.5434936114889273,4468,0,1,0
1,7,0.6389085081481689,656,4012,1558,0.6816223760538782,4682,1,1,1
1,0,0.8360575369155628,874,3548,1880,0.24658500103947179,209,0,0,1
0,4,0.508936202151983,950,9977,1691,0.49552553378331987,3191,1,0,1
0,9,0.9821152090226042,696,5273,4806,0.1941886840961391,3207,1,1,0
0,9,0.765687450725595,177,5012,3651,0.04648659652861031,4598,0,0,0
1,3,0.8236273568849672,960,8466,3564,0.7461848824141658,3583,1,1,1
1,3,0.572087757341767,366,7090,3738,0.5937061023149889,4994,1,1,0
1,2,0.6792947181638775,875,8218,1379,0.3544804026192031,3441,0,0,0
0,9,0.30389330537083503,114,2743,1513,0.6424513429541665,4279,0,1,0
1,0,0.6073304198617093,0,5342,1713,0.5179939396614691,3762,1,1,1
1,2,0.8451024612417225,434,2423,4597,0.40566830198473103,1735,1,0,1
1,3,0.8907737378433823,505,7787,706,0.6754239992469302,3813,0,0,0
1,1,0.5544066315616369,343,5048,3918,0.7989163704589537,2581,0,1,0
1,6,0.20765995396193493,353,4293,3060,0.11551213310614472,4978,1,0,0
0,7,0.3812068972515059,127,2559,1798,0.5650808652095757,1047,1,1,0
1,0,0.6700221799642999,458,9297,2474,0.8755692747766888,4493,1,1,0
1,7,0.1638947936793541,263,4390,4609,0.11938867752792148,1494,0,0,1
0,4,0.9287674796093743,81,1020,3246,0.7833483221527142,4910,0,0,1
0,2,0.13190352069398004,105,9482,3109,0.6607186599386834,4123,0,0,0
1,7,0.410465987999888,850,6509,2542,0.6743514778582269,781,0,0,0
0,2,0.5829647312844513,704,1088,3234,0.08440975246510074,3506,1,1,1
0,3,0.6359638018389284,106,853,13,0.6218655624164564,2142,0,1,1
0,9,0.7952050798293703,241,3556,1767,0.36776600185291275,605,1,1,1
1,0,0.6140114522272703,128,8068,2559,0.7125471952405756,368,1,0,1
1,6,0.979824842114718,766,5363,33,0.36572459679249425,2074,1,1,1
0,3,0.3665046598410491,116,1937,3261,0.025936428956698232,3627,1,0,0
1,3,0.20572425723849674,285,5181,4827,0.7761018267977321,3082,0,1,1
1,4,0.26796594652088945,267,1789,2848,0.5363201585188127,730,0,0,1
0,7,0.09107693380177262,463,3400,1103,0.9909976207066078,1966,0,1,0
1,4,0.3242659323458674,193,9714,4746,0.8450395253676164,4829,1,1,0
0,1,0.36925113843499124,506,6489,4357,0.803159653870273,123,1,0,0
1,3,0.006435796029348517,872,5147,3604,0.212370451509296,3198,0,1,1
1,4,0.7209011160701733,964,5251,2804,0.3431324819813475,3218,1,0,0
1,2,0.5324386924559416,506,8306,1755,0.10295019462370736,2485,0,1,1
0,2,0.3636346221436648,646,7630,2486,0.9309794777643624,1533,0,1,1
0,4,0.26738184165391365,604,2829,321,0.5255921540398137,2996,1,1,0
1,6,0.42057365006129643,902,4660,3842,0.9886318059616029,4649,1,1,0
0,8,0.3214612118157457,216,5736,2837,0.010251038548462654,994,0,1,1
1,2,0.8064540227837959,472,8028,3707,0.3027568758546604,303,0,0,1
1,5,0.3346869628941749,893,4385,4215,0.26595344557483147,3233,0,0,1
0,6,0.5539173002066057,879,8545,4229,0.47276110248836634,3982,1,1,1
0,0,0.32215383145388354,829,9740,1198,0.6419798166581908,550,1,0,0
0,4,0.714492204051221,648,8896,2075,0.2568758235940801,1672,1,1,1
0,4,0.0012924571406083274,829,5010,1646,0.35313669001026793,1576,0,0,0
0,5,0.4331278013566985,303,2432,4863,0.005434813841614372,4192,0,0,1
1,5,0.388445467041859,571,7157,2538,0.8336150547676302,1268,0,1,0
1,5,0.12694067974748124,893,9974,2031,0.37006334605727476,497,1,1,1
1,3,0.6518913930427722,67,1514,4476,0.8361526950214279,3827,1,1,1
1,6,0.8247775776578774,963,7539,1015,0.33576212928638727,4065,1,0,1
0,7,0.16341409967952014,755,1508,881,0.962039958578635,3228,1,1,0
0,0,0.2672843173700835,113,7002,3223,0.03785172458222186,1579,0,0,1
1,9,0.37813738690018983,587,1568,3716,0.6046051634803323,2520,1,0,1
0,0,0.10797965053960268,492,7674,4648,0.06818871980023089,1578,0,0,1
0,6,0.481118335526143,263,3605,4716,0.8865308694521636,2510,1,0,1
1,1,0.3319770535675254,96,211,3170,0.9619179557434829,4391,1,1,1
1,5,0.8804632026043772,115,7218,3059,0.5405282417978545,4964,1,0,1
0,6,0.14323705077968918,730,876,1908,0.13971364338520031,3554,1,1,1
0,4,0.5550640776399118,836,398,401,0.2554776696148825,3674,1,1,0
1,6,0.989906282180593,710,776,2758,0.5814969046110025,2807,1,0,1
0,0,0.5949411856092709,538,8837,681,0.8903593359354224,3741,1,0,0
0,2,0.5400106132204302,363,8870,4487,0.6068244875038741,3093,0,0,1
0,6,0.3470418529296454,445,2550,3849,0.6044072333270476,1667,0,1,0
0,2,0.5164338970103319,457,5470,3469,0.6227995345592975,861,1,0,0
1,4,0.2873263903460823,502,7036,1502,0.4095461965639807,596,1,1,0
1,8,0.3809247113170686,543,6063,3056,0.28151295659951725,420,0,0,0
0,7,0.3271396325485425,162,7458,1491,0.7535205528802827,3877,0,0,0
0,2,0.41780313036197203,989,3296,3676,0.9181381828095303,3473,0,1,0
1,8,0.14664075158092738,531,758,763,0.012897233055798374,1533,0,1,0
0,9,0.21731972055666182,965,400,4058,0.9647826159067162,383,1,1,0
0,4,0.8823865342377959,830,8832,4634,0.7048228681375763,883,0,1,0
0,5,0.6638399663348407,945,3831,302,0.8727598611185303,517,1,1,0
0,5,0.3865708910430137,750,3975,3622,0.9662390729728902,2917,0,0,1
0,7,0.7392806194724927,115,224,322,0.2362039800186565,722,1,1,0
0,8,0.06943530521396601,942,107,3010,0.9760550704531744,288,1,0,0
0,2,0.4572412942608721,405,8422,287,0.03178374702121145,2753,1,1,0
0,9,0.2684825128380658,440,2680,3290,0.3749955641299566,2966,0,1,1
1,7,0.9517963079399319,636,7662,747,0.5733554757689826,4779,0,0,1
0,2,0.05075215615373885,904,5043,1913,0.6993513310256606,3255,0,1,1
0,8,0.334664153510416,912,8791,1944,0.596029661161858,2254,0,0,1
0,2,0.7442326519821647,915,2470,2872,0.6594409123888457,3222,1,1,1
0,4,0.17359197556932637,829,1231,1327,0.10458462195374174,2347,0,1,0
1,3,0.2579096572010148,24,7114,3079,0.07435293807045928,2082,0,0,0
1,8,0.9742585930306116,149,3742,3015,0.9741718574282665,1786,1,1,1
0,7,0.3206596363616546,585,1925,2452,0.796403058085637,1989,1,0,0
0,4,0.1483902586844552,908,4912,864,0.4145848090083658,1500,1,0,1
0,8,0.9934182709622228,488,126,4096,0.6984024826228726,2603,1,1,1
1,2,0.9474444088625683,881,7700,317,0.31435230462405483,4075,1,0,1
0,4,0.4096746233136911,70,4118,1901,0.10782751435331672,654,1,0,0
1,9,0.7941020407910433,622,7685,1283,0.5840668078609883,3747,0,1,0
0,1,0.5728328209639709,78,2079,802,0.5822849915633482,3733,1,0,1
1,7,0.8847104736314951,735,3348,2911,0.5806530107231243,4147,1,0,1
0,0,0.1955166595058595,8,5519,309,0.7054831794216045,4919,0,0,0
1,4,0.8198197318717793,546,6728,3192,0.4946382085791139,147,0,0,0
0,2,0.832433282015461,248,9921,1484,0.026948166555916808,3079,1,0,1
0,0,0.011381292910079166,636,4893,4290,0.3455660129125183,1564,1,1,0
1,8,0.566896088432411,803,6712,2279,0.1321527083141415,196,0,0,0
